id,context,question,answer,category,span_start,span_end,classification
608IiEQrTFEeXGLAfAOvOOp88,"Olahraga yang paling populer di Indonesia adalah sepak bola dan bulu tangkis. Gojek Traveloka Liga 1 adalah liga klub sepak bola utama di Indonesia. Olahraga tradisional Indonesia termasuk sepak takraw dan karapan sapi. Di wilayah dengan sejarah perang antar suku, kontes pertarungan diadakan, seperti caci di Flores, dan pasola di Sumba. Pencak silat adalah seni bela diri yang unik yang berasal dari wilayah Indonesia. Seni bela diri ini kadang-kadang ditampilkan pada acara-acara pertunjukkan yang biasanya diikuti dengan musik tradisional Indonesia berupa Gamelan dan seni musik tradisional lainnya sesuai dengan daerah asalnya. Olahraga di Indonesia biasanya berorientasi pada pria dan olahraga spektator sering berhubungan dengan judi yang ilegal di Indonesia.",Apa itu karapan sapi?,Olahraga tradisional Indonesia,SPAN,149,179,B
1162WEg_WPImiRPmAPvN_wnE3045,"Alwi Abdul Jalil Habibie (ayah dari B.J. Habibie) memiliki marga Habibie, salah satu marga asli dalam struktur sosial Pohala a (Kerajaan dan Kekeluargaan) di Gorontalo. Sementara itu, R.A. Tuti Marini Puspowardojo (ibu dari B.J. Habibie) merupakan anak seorang dokter spesialis mata di Yogyakarta dan ayahnya yang bernama Puspowardjojo bertugas sebagai pemilik sekolah.",Siapakah nama ibu dari B.J. Habibie?,R.A. Tuti Marini Puspowardojo,SPAN,184,213,B
899il7HMq79D4iA4PWEiSgJ2629,"Dalam pertandingan profesional, terdapat 4 petugas yang memimpin jalannya pertandingan, yaitu wasit, 2 hakim garis, dan seorang petugas di pinggir tengah lapangan serta wasit gawang yang berada di pinggir gawang. Wasit memiliki peluit yang menandakan apakah saat berhenti atau memulai memainkan bola. Dia juga bertugas memberikan hukuman dan peringatan atas pelanggaran yang terjadi di lapangan. Masing-masing penjaga garis bertanggung jawab mengawasi setengah bagian dari lapangan. Mereka membawa bendera dengan warna terang untuk menandakan adanya pelanggaran, bola keluar, ataupun offside . Biasanya mereka akan bergerak mengikuti posisi pemain belakang terakhir.",Apakah yang memandakan berhenti atau mulainya permainan sepak bola ?,peluit,SPAN,228,234,C
864AJ9w8gUeeT5ui2mjV-482708,"Orang Jepang biasanya gemar memakan makanan tradisi mereka. Sebagian besar acara TV pada waktu petang dikhususkan pada penemuan dan penghasilan makanan tradisional yang bermutu. Makanan Jepang mencetak nama di seluruh dunia dengan sushi, yang biasanya dibuat dari berbagai jenis ikan mentah yang digabungkan dengan nasi dan wasabi. Sushi memiliki banyak penggemar di seluruh dunia. Makanan Jepang bertumpu pada peralihan musim, dengan menghidangkan mi dingin dan sashimi pada musim panas, sedangkan ramen panas dan shabu-shabu pada musim dingin.",Apakah bahan utama dari sushi ?,ikan mentah,SPAN,279,290,A
1177mo9QxepXvRmIEbov-3wB3226,"Mereka mengangkat 12 orang propagandis. Kedua belas orang tersebut mengembara di negeri Khurasan, Kufah, Irak, lalu mendatangi Mekah pada musim haji. Mereka mengincar orang yang menentang kezaliman pemerintahan Bani Umayah. Diterangkan pula tentang bagaimana keturunan Bani Hasyim yang asli telah didesak dan dirampas hak turun-temurun yang mereka terima dari Rasul. Salah satu propagandis yang terkenal ialah Abu Muslim al-Khurasany. Ia mula-mula berpropaganda dengan terang terangan di negeri Maru. Disuruhnya seisi negeri berkumpul. Diadakannya pidato yang mengkritik pemerintah sekarang. Muhammad bin Ali, cicit dari Abbas menjalankan kampanye untuk mengembalikan kekuasaan pemerintahan kepada keluarga Bani Hasyim di Parsi.",Siapakah salah satu propagandis yang terkenal?,Abu Muslim al-Khurasany,SPAN,410,433,B
2734MmqzZtp-AZWpm2ZfsFhO871,"Pada akhir 1915, satu pasukan Prancis-Britania mendarat di Salonika, Yunani, untuk memberi bantuan dan menekan pemerintah setempat untuk menyatakan perang terhadap Blok Sentral. Sayang sekali bagi Sekutu, Raja Constantine I yang pro-Jerman membubarkan pemerintahan Eleftherios Venizelos yang pro-Sekutu, sebelum pasukan ekspedisi Sekutu tiba. Pertentangan antara raja Yunani dan Sekutu terus memuncak dengan terjadinya Skisma Nasional, yang efektif membelah Yunani menjadi wilayah yang setia pada raja dan pemerintahan sementara Venizelos di Salonika. Setelah negosiasi diplomatik intensif dan konfrontasi bersenjata di Athena antara pasukan Sekutu dan royalis (insiden Noemvriana), raja Yunani mundur dan putra keduanya, Alexander, menggantikannya. Venizelos pulang ke Athena tanggal 29 Mei 1917 dan Yunani, setelah bersatu, secara resmi bergabung di pihak Sekutu. Seluruh pasukan Yunani dimobilisasi dan mulai berpartisipasi dalam operasi militer melawan Blok Sentral di front Makedonia.","Apa tujuan pasukan Prancis-Britania pergi ke Salonika, Yunani?",untuk memberi bantuan dan menekan pemerintah setempat untuk menyatakan perang terhadap Blok Sentral,SPAN,77,176,B
2410IRpfau2-Ltn2-LoMkPNf3631,"Berkaitan dengan adanya kitab-kitab yang dipercayai diturunkan kepada nabi-nabi sebelum Muhammad yakni Shuhuf Ibrahim, Kitab Taurat, Zabur, maupun Injil, Di antara kitab-kitab suci tersebut, Allah secara khusus menyebut kedudukan Al-Kitab yang diberikan kepada Musa memiliki kaitan paling erat dengan Al-Qur’an. Terdapat berbagai ayat di Al-Qur’an tentang penegasan kedudukan terhadap kitab-kitab tersebut. Berikut adalah beberapa pernyataan Al-Qur’an, mengenai hubungan Al-Qur’an dengan kitab-kitab tersebut:",Apa saja kitab-kitab yang diturunkan kepada Nabi-nabi sebelum Nabi Muhammad SAW?,"Shuhuf Ibrahim, Kitab Taurat, Zabur, maupun Injil",SPAN,103,152,B
1217VUulWWjfmhhB_SRnAH2c3106,"Zodiak (dari yang berarti lingkaran hewan) atau mintakulburuj (dari) adalah sebuah sabuk khayal di langit dengan lebar 18° yang berpusat pada lingkaran ekliptika, tetapi istilah ini dapat pula merujuk pada rasi-rasi bintang yang dilewati oleh sabuk tersebut, yang sekarang berjumlah 13. Dipercaya awal mula konsep ini berasal dari peradaban Lembah Sungai Eufrat kemungkinan hanya dengan 6 rasi: Capricornus , Pisces , Taurus , Cancer , Virgo , dan Scorpio , yang kemudian dipecah menjadi 12 karena penampakan tahunan 12 kali Bulan purnama pada bagian-bagian berurutan dari sabuk tersebut.",Darimana awal mula konsep zodiak berasal?,dari peradaban Lembah Sungai Eufrat,SPAN,326,361,B
1618DNm6lX3wftxfj2fnuyVr1185,"Tahun 1990, Goh Chok Tong menggantikan Lee sebagai perdana menteri. Selama masa pemerintahannya, negara ini menghadapi Krisis Keuangan Asia 1997, wabah SARS, dan ancaman teroris oleh Jemaah Islamiyah. Tahun 2004, Lee Hsien Loong, putra sulung Lee Kuan Yew, menjadi perdana menteri Singapura. Di antara keputusannya yang terkenal adalah rencana membuka kasino untuk mendorong pariwisata.",Siapakah anak Lee Kuan Yew yang menjadi perdana menteri Singapura ?,Lee Hsien Loong,SPAN,213,228,A
2579V8DiOeUpZ5xJHz_B22Nw2436,"Pangeran Diponegoro terkenal selalu membawa kerisnya. Beberapa keris yang dimilikinya adalah Keris Kiai Omyang (tersimpan di Museum Sasana Wiratama-Yogyakarta), Keris Kiai Wisa Bintulu (tersimpan di Gedong Pusaka Keraton Yogyakarta, dan Keris Kiai Nogo Siluman. Keris terakhir tersebut itulah yang paling terkenal karena sempat hilang, tetapi ditemukan di Belanda dan sudah teregister dengan nomor RV-360-8084.",Apa nama keris yang disimpan di Gedong Pusaka Keraton Yogyakarta?,Keris Kiai Wisa Bintulu,SPAN,161,184,B
1760mDs0p3IiDjSQHOt_UjsF3524,"Undang-Undang Pelestarian Spesies 1973 disahkan untuk melindungi spesies-spesies yang habitatnya terancam dan hampir punah. Pelestarian ini dipantau oleh United States Fish and Wildlife Service. Terdapat lima puluh delapan taman nasional dan ratusan taman, hutan, dan padang gurun lainnya yang dikelola oleh pemerintah federal di Amerika Serikat. Secara keseluruhan, pemerintah pusat menguasai 28,8% dari luas keseluruhan negara. Sebagian besarnya adalah kawasan-kawasan yang dilindungi, namun beberapa di antaranya juga disewakan untuk kepentingan pengeboran minyak dan gas, pertambangan, perkayuan, atau peternakan, sedangkan 2,4% sisanya dimanfaatkan untuk kepentingan militer.",Berapa persentase wilayah hutan Amerika yang digunakan untuk militer?,"2,4%",SPAN,628,632,C
2507s9ZR3iJP0z5Z6_djlvFa1765,"Meskipun motif pembunuhan tampaknya bernuansa politik, beberapa ahli berpendapat bahwa kejadian tersebut disebabkan oleh keadaan panik dan ketidakpastian politik. Bagian dari kekuatan anti-komunis yang bertanggung jawab atas pembantaian terdiri dari para pelaku tindak kriminal seperti para preman, yang telah diberi izin untuk terlibat dalam tindakan yang tidak masuk akal berupa kekerasan. Motif lain yang terjadi juga telah dieksplorasi.",Apakah yang menyebabkan pembantaian anti-komunis menurut para ahli ?,keadaan panik dan ketidakpastian politik,SPAN,121,161,B
927fFROY82WGNQwzbZYqAZl2545,"Pada tanggal 1 Oktober 1967 Pemerintah Republik Indonesia membekukan hubungan diplomatik dengan Republik Rakyat Tiongkok (RRT). Keputusan tersebut dilakukan karena RRT telah mencampuri urusan dalam negeri Indonesia dengan cara memberikan bantuan kepada Gerakan 30 September baik untuk persiapan, pelaksanaan, maupun sesudah terjadinya pemberontakan tersebut. Selain itu pemerintah Indonesia merasa kecewa dengan tindakan teror yang dilakukan orang-orang Cina terhadap gedung, harta, dan anggota-anggota Keduataan Besar Republik Indonesia di Peking. Pemerintah RRT juga telah memberikan perlindungan kepada tokoh-tokoh Gerakan 30 September di luar negeri, serta secara terang-terangan menyokong bangkitnya kembali Partai Komunis Indonesia. Melalui media massanya RRT telah melakukan kampanye menyerang Orde Baru. Pada 30 Oktober 1967, Pemerintah Indonesia secara resmi menutup Kedutaan Besar di Peking.",Kapankah pemerintah Indonesia membekukan hubungan diplomatik dengan Republik Rakyat Tiongkok ?,1 Oktober 1967,SPAN,13,27,B
27105B4kNatJgs2HMEX3Qbc-940,"Pada abad ke-19, kekuatan-kekuatan besar Eropa berupaya keras mempertahankan keseimbangan kekuatan di seluruh Eropa, sehingga pada tahun 1900 memunculkan jaringan aliansi politik dan militer yang kompleks di benua ini. Berawal tahun 1815 dengan Aliansi Suci antara Prusia, Rusia, dan Austria. Kemudian, pada Oktober 1873, Kanselir Jerman Otto von Bismarck menegosiasikan Liga Tiga Kaisar (Jerman: Dreikaiserbund) antara monarki Austria-Hongaria, Rusia, dan Jerman. Perjanjian ini gagal karena Austria-Hongaria dan Rusia tidak sepakat mengenai kebijakan Balkan, sehingga meninggalkan Jerman dan Austria-Hongaria dalam satu aliansi yang dibentuk tahun 1879 bernama Aliansi Dua. Hal ini dipandang sebagai metode melawan pengaruh Rusia di Balkan saat Kesultanan Utsmaniyah terus melemah. Pada tahun 1882, aliansi ini meluas hingga Italia dan menjadi Aliansi Tiga.","Apa nama aliansi yang dibentuk oleh Jerman, Austria-Hongaria, dan Italia?",Aliansi Tiga.,SPAN,846,859,A
2078dQ_JXY4ymZQeFE0Q6gMo1566,"Pemugaran dilakukan pada kurun 1907 dan 1911, menggunakan prinsip anastilosis dan dipimpin Theodor van Erp. Tujuh bulan pertama dihabiskan untuk menggali tanah di sekitar monumen untuk menemukan kepala buddha yang hilang dan panel batu. Van Erp membongkar dan membangun kembali tiga teras melingkar dan stupa di bagian puncak. Dalam prosesnya Van Erp menemukan banyak hal yang dapat diperbaiki; ia mengajukan proposal lain yang disetujui dengan anggaran tambahan sebesar 34.600 gulden. Van Erp melakukan rekonstruksi lebih lanjut, ia bahkan dengan teliti merekonstruksi chattra (payung batu susun tiga) yang memahkotai puncak Borobudur. Pada pandangan pertama, Borobudur telah pulih seperti pada masa kejayaannya. Akan tetapi rekonstruksi chattra hanya menggunakan sedikit batu asli dan hanya rekaan kira-kira. Karena dianggap tidak dapat dipertanggungjawabkan keasliannya, Van Erp membongkar sendiri bagian chattra . Kini mastaka atau kemuncak Borobudur chattra susun tiga tersimpan di Museum Karmawibhangga Borobudur.",Kapankah pemugaran candi Borobudur dilakukan ?,pada kurun 1907 dan 1911,SPAN,20,44,B
2134c3GwJ25P4vGSVnWFZ8d31408,"Anggota-anggota paling berpengaruh dari Taliban, termasuk Mullah Mohammed Omar, pemimpin gerakan ini, adalah mullah desa (pelajar yunior agama Islam), yang sebagian besar belajar di madrasah di Pakistan. Gerakan ini terutama berasal dari Pashtun di Afganistan, serta Provinsi Khyber Pakhtunkhwa di Pakistan, dan juga mencakup banyak sukarelawan dari Arab, Eurasia, serta Asia Selatan.",Dimanakah kebanyakan anggota anggota berpengaruh taliban belajar ?,di madrasah di Pakistan,SPAN,179,202,B
901d0BwILQTPPl4oiAkiW0N2621,"Pada dasarnya, satu tim sepak bola terdiri dari 1 orang penjaga gawang, 2-5 orang pemain bertahan, 2-5 orang pemain tengah, dan 1-3 orang penyerang. Penjaga gawang (kiper) adalah satu-satunya pemain dalam sebuah tim yang boleh menggunakan tangan untuk menghalangi bola menuju gawang dari serangan tim lawan. Umumnya, penjaga gawang mengenakan pakaian (jersey) yang berbeda dengan pemain lainnya. Pemain bertahan (back) memiliki tugas utama untuk menghalangi dan menutup pergerakan tim lawan. Pemain tengah (gelandang / playmaker) biasanya terdiri dari pemain tengah serang yang bermain dekat dengan penyerang dan pemain tengah bertahan yang bermain dekat dengan pemain bertahan. Tugas utama pemain tengah adalah mengatur tempo permainan dan menjadi penyokong peran bek dan striker dalam tim. Terdapat pula pemain sayap (winger) yang bertugas di sisi kanan atau kiri lapangan. Penyerang (striker) memiliki tugas utama untuk mencetak gol ke gawang lawan.",Berapakah jumlah penjaga gawang pada sebuah tim sepak bola ?,1 orang,SPAN,48,55,A
1032DagEj13ZJnkBdXH3dlsw320,"Pada tahun 1937, invasi Jepang ke Manchuria memicu terjadinya Perang Tiongkok-Jepang Kedua (1937-1945) yang membuat Jepang dikenakan embargo minyak oleh Amerika Serikat Pada 7 Desember 1941, Jepang menyerang pangkalan Angkatan Laut Amerika Serikat di Pearl Harbor, dan menyatakan perang terhadap Amerika Serikat, Inggris, dan Belanda. Serangan Pearl Harbor menyeret AS ke dalam Perang Dunia II. Setelah kampanye militer yang panjang di Samudra Pasifik, Jepang kehilangan wilayah-wilayah yang dimilikinya pada awal perang. Amerika Serikat melakukan pengeboman strategis terhadap Tokyo, Osaka dan kota-kota besar lainnya. Setelah AS menjatuhkan bom atom di Hiroshima dan Nagasaki, Jepang akhirnya menyerah tanpa syarat kepada Sekutu pada 15 Agustus 1945 (Hari Kemenangan atas Jepang).",Mengapa jepang menyerah tanpa syarat kepada sekutu?,AS menjatuhkan bom atom di Hiroshima dan Nagasaki,SPAN,628,677,B
567dxrWSjH-3GSoMgKPevyt207,"Indonesia merupakan negara kepulauan terbesar di dunia yang berada di Asia Tenggara, dan terletak di antara benua Asia dan benua Australia/Oseania, serta di antara Samudra Hindia dan Samudra Pasifik. Negara ini memiliki 17.504 pulau yang menyebar di sekitar khatulistiwa; sebanyak 16.056 pulau telah dibakukan namanya, dan sekitar 6.000 pulau tidak berpenghuni. Pulau-pulau besar di Indonesia yaitu Sumatra, Jawa, Kalimantan (berbagi dengan Malaysia dan Brunei Darussalam), Sulawesi, dan Papua (berbagi dengan Papua Nugini).",Benua apakah yang mengapit Indonesia?,benua Asia dan benua Australia/Oseania,SPAN,108,146,B
1987kuJ62sHMo5LRL0V1zWv52223,"Sejarah penerbangan militer Utsmaniyah dapat dilacak hingga tahun 1909 antara Juni 1909 dan Juli 1911. Kesultanan Utsmaniyah mulai mempersiapkan para pilot dan pesawat pertamanya. Melalui pendirian Sekolah Penerbangan (Tayyare Mektebi) di Yeşilköy tanggal 3 Juli 1912, pemerintah mulai mengajar penerbangnya sendiri. Pendirian Sekolah Penerbangan mempercepat kemajuan program penerbangan militer, menambah jumlah perwira terdaftar, dan memberi pilot-pilot baru peran aktif di Angkatan Darat dan Angkatan Laut Utsmaniyah. Bulan Mei 1913, Program Latihan Pengintaian khusus pertama di dunia dirintis oleh Sekolah Penerbangan dan divisi pengintaian terpisah pertama dibentuk. Bulan Juni 1914, akademi militer yang baru, yaitu Sekolah Penerbangan Angkatan Laut (Bahriye Tayyare Mektebi), didirikan. Dengan pecahnya Perang Dunia I, proses modernisasi berhenti mendadak. Skadron penerbangan Utsmaniyah bertempur di berbagai front selama Perang Dunia I, mulai dari Galisia di barat hingga Kaukasus di timur dan Yaman di selatan.",Kapan Sekolah Penerbangan Utsmaniyah didirikan?,3 Juli 1912,SPAN,256,267,B
590XWeIE_Ub3P9D0x7jiKmg139,"Sebaran penduduk Indonesia tidak merata, dengan tingkat perkembangan yang bervariasi, mulai dari megakota Jakarta hingga suku-suku tak terjamah di Papua. Pada 2017, sekitar 54,7% populasi tinggal di kawasan perkotaan. Sekitar 8 juta orang Indonesia tinggal di luar negeri; sebagian besar dari mereka menetap di Malaysia, Belanda, Arab Saudi, Uni Emirat Arab, Hong Kong, Singapura, Amerika Serikat, dan Australia.",Bagaimana tingkat perkembangan penduduk di Indonesia?,bervariasi,SPAN,74,84,C
1419bJn9E_UUgrwZGzmllbaR629,"Penetapan tanggal kelahiran Kartini sebagai hari besar juga agak diperdebatkan. Pihak yang tidak begitu menyetujui, mengusulkan agar tidak hanya merayakan Hari Kartini saja, namun merayakannya sekaligus dengan Hari Ibu pada tanggal 22 Desember. Alasan mereka adalah agar tidak pilih kasih dengan pahlawan-pahlawan wanita Indonesia lainnya, karena masih ada pahlawan wanita lain yang tidak kalah hebat dengan Kartini seperti Cut Nyak Dhien, Martha Christina Tiahahu, Dewi Sartika dan lain-lain. Menurut mereka, wilayah perjuangan Kartini itu hanyalah di Jepara dan Rembang saja, Kartini juga tidak pernah memanggul senjata melawan penjajah. Sikapnya yang pro terhadap poligami juga bertentangan dengan pandangan kaum feminis tentang arti emansipasi wanita. Dan berbagai alasan lainnya. Pihak yang pro mengatakan bahwa Kartini tidak hanya seorang tokoh emansipasi wanita yang mengangkat derajat kaum wanita Indonesia saja, melainkan adalah tokoh nasional; artinya, dengan ide dan gagasan pembaruannya tersebut dia telah berjuang untuk kepentingan bangsanya. Cara pikirnya sudah melingkupi perjuangan nasional.",Apa alasan pihak yang tidak setuju penetapan tanggal lahir kartini sebagai hari besar?,agar tidak pilih kasih dengan pahlawan-pahlawan wanita Indonesia lainnya,SPAN,266,338,B
